BillboardTitle,BillboardArtist,OriginChart,peakpos_alltime,weeksonchart_alltime,MyPart_id,Song Form,Pre-Chorus Section Lyrics,Tempo,Song Length,Vocal vs. Instrumental Prevalence,First Section Type,Intro Length,"Intro (Instrumental, Vocal)",Verse Count,Pre-Chorus Count,Chorus Count,Vocal Post-Chorus Count,Departure Section,Last Section Type,Outro Length,"Outro (Instrumental, Vocal)",Number of Distinct Sections,Melodic Interval Prevalence,Main Melodic Range (tones),Main Melodic Range,Number of Melodic Themes,Key,"Key (Major, Minor, Major Mode, Minor Mode)",Use of Parallel Mode,%Diatonic Chords,Chord Repetition,Use of Triads,Use of Inverted Chords,Use of 7th Chords,Use of Major 7th Chords,Chord Degree Prevalence,Timbre,Predominantly Acoustic vs Electronic,Prominent Instruments,Song Title Word Count,Song Title Appearances,Person References,Location References,Organization or Brand References,Consumer Goods References,Creative Works Title References,Literal Experiences vs. Abstract,Lyrical Sub Themes defining Lyrical Themes,Lyrical Moods,Use of In-Line Lyric Repetition,Line Repetition,Overall Repetitiveness,Average Word Repetition (Full Song),Common Words Prevalence 1k,Common Words Prevalence 10k,Common Words Prevalence 50k,%Slang Words,%Abbreviations,%Non Dictionary Words,%Profanity Words,Average Consonance Alliteration,Average Assonance Alliteration,Rhyme Density,Percentage of Rhyming Syllables,Average Rhymes per Line,Number Of Rhyme Groups In The Song By ELR,End-of-Line Perfect Rhyme Percentage,End-of-Line Secondary Perfect Rhyme Percentage,End-of-Line Assonance Rhyme Percentage,End-of-Line Consonance Rhyme Percentage,Perfect Rhyme Percentage,Secondary Perfect Rhyme Percentage,Assonance Rhyme Percentage,Consonance Rhyme Percentage,End-of-Line Rhyme Percentage,Mid-Line Rhyme Percentage,Internal Rhyme Percentage,Mid-Word Rhyme Percentage,Lyrical Density,Average Number of Words per Line,Primary Genre,Sub-Genres,Influences,Production Mood,Danceability,Loudness Range
Piece By Piece,Kelly Clarkson,hot-100,8,15,[KellyClarkson].PieceByPiece,ABAB,No Pre-Chorus,110.0805664,3:32,Vocals Prevalence,Intro,0:00,No Intro,2,0,2,0,1,Outro,0:00,No Outro,3,"%P1-%m2, %M2-%m3, %M3-%P5",11,Mixed-Vertical,5,C# Major,Major,0,0.925373134,4.785714286,0.298507463,0.059701493,0.52238806,0.223880597,"%I, %IV, %V, %VI",Mixed,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar, Piano",3,17,0.018867925,0.003144654,0,0,0.053459119,Abstract,"Infatuation, Love, Romantic, Egocentric, Empowering, Introspection, Yearning for Social company, Friendship","Nostalgic, Reluctance, Positive",0,0.466666667,0.388398487,2.74137931,0.745098039,0.980392157,0.986928105,0,0.009433962,0.025157233,0,1.669004649,1.347855253,0.46529563,0.272493573,2.355555556,0.131313131,0.166666667,0,0.5,0,0.230769231,0.051282051,0.384615385,0.076923077,0.307692308,0.656565657,0.080808081,0.298013245,1.41947732,6.115384615,Pop,"Dance/Club/Electronic, Pop","Teen Pop, DJ Pop","Party, Relaxed",0.99285382,7.481718063
Pillowtalk,Zayn,hot-100,1,24,[Zayn].Pillowtalk,A-PC-B,Lyrically Identical,125.0324783,3:22,Vocals Prevalence,Intro,0:19,Instrumental,2,2,3,0,0,Chorus,0:00,No Outro,4,"%P1-%m2, %M2-%m3",11,Mixed-Vertical,2,B Major,Major,1,0.898734177,5.642857143,0.544303797,0.025316456,0.113924051,0.050632911,"%I, %IV, %V",Primarily Dark,Primarily Acoustic,"Guitar, Bass Prevalence, Drums/Perc Prevalence",1,0,0.021148036,0.042296073,0,0,0.006042296,Abstract,"Egocentric, Hedonism, Yearning for Social company, Friendship","Cynical, Happy, Reluctance, Anger, Sad, Bitter",0.039215686,0.522875817,0.255065554,4.298701299,0.535911602,0.917127072,0.994475138,0,0.012084592,0,0.018126888,0.839803949,0.389583333,0.541062802,0.183574879,1.490196078,0.219178082,0.142857143,0,0,0.214285714,0.125,0.041666667,0.333333333,0.125,0.583333333,0.410958904,0.054794521,0.105882353,1.601503255,5.610169492,Pop,"Dance/Club/Electronic, Pop",R&B Pop,"Party, Relaxed",0.922084808,3.086378574
Please Me,Cardi B & Bruno Mars,hot-100,3,20,[CardiBAndBrunoMars].PleaseMe,ABABC,No Pre-Chorus,66.9710846,3:18,Instruments Prevalence,Intro,0:00,No Intro,3,0,3,0,1,Chorus,0:00,No Outro,7,"%P1-%m2, %M2-%m3, %M3-%P5",12,Vertical,2,F# Aeolian,Aeolian,0,0.522727273,3.069767442,0.189393939,0.166666667,0.666666667,0.098484848,"%I, %IV",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",2,7,0.069672131,0.004098361,0.030737705,0.00204918,0,Abstract,"Romantic, Breakup, Sex, Protest","Dramatic, Reluctance, Bitter",0.019607843,0.244131455,0.339661577,3.569343066,0.697080292,0.802919708,0.916058394,0.00204499,0.036809816,0.049079755,0.022494888,0.520178634,0.195257937,0.422832981,0.243128964,1.61971831,0.150943396,0.055555556,0,0.027777778,0.027777778,0.131868132,0,0.043956044,0.032967033,0.791208791,0.320754717,0.047169811,0.094488189,2.113150799,4.777777778,Dance/Club/Electronic,"Dance/Club/Electronic, Pop, Hip Hop/Rap","R&B Pop, Teen Pop","Party, Relaxed",0.978117704,7.301825523
Popstar,DJ Khaled Featuring Drake,hot-100,3,19,[DjKhaledDrake].Popstar,ABABC,,81.52415465,3:20,Vocals Prevalence,Intro,0:11,No Intro,3,0,3,,1,Outro,0:11,No Outro,8,,,,,C Aeolian,Aeolian,0,0.581005587,4.365853659,0.525139665,0.033519553,0.351955307,0.195530726,"%I, %IV",Primarily Dark,Primarily Acoustic,"Bass Prevalence, Drums/Perc Prevalence",1,8,,,,,,,"Romantic, Empowering, Sex, Protest, Boasting, Lifestyle, Drugs or Alcohol Use or Alcohol Use","Dramatic, Cynical, Reluctance, Detached",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hip Hop/Rap,Hip Hop/Rap,"Trap, Classic Hip Hop",Relaxed,0.722439587,15.75967503
Portland,Drake Featuring Quavo & Travis Scott,hot-100,9,16,[DrakeQuavoAndTravisScott].Portland,ABABC,No Pre-Chorus,67.98859405,3:56,Vocals Prevalence,Intro,0:00,No Intro,3,0,3,0,1,Outro,0:00,Vocal,8,"%P1-%m2, %M2-%m3, %M3-%P5",8.5,Mixed-Horizontal,4,C# Minor,Minor,1,0.534090909,2.933333333,0.397727273,0.193181818,0.386363636,0.079545455,"%I, %V",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano",1,1,0.069526627,0.016272189,0.039940828,0.01183432,0.00887574,Both,"Romantic, Drugs or Alcohol Use or Alcohol Use, Family","Dramatic, Cynical, Reluctance, Detached",0.045138889,0.166666667,0.423928674,2.545112782,0.4675,0.785,0.94,0.00295421,0.05760709,0.075332349,0.023633678,0.888515214,0.383543059,0.336898396,0.171122995,1.333333333,0.210084034,0.044444444,0,0.333333333,0,0.138297872,0,0.425531915,0.021276596,0.478723404,0.613445378,0.067226891,0.198757764,2.857697633,5.905660377,Hip Hop/Rap,Hip Hop/Rap,Trap,"Party, Relaxed",0.998522997,7.805579185
Positions,Ariana Grande,hot-100,1,29,[ArianaGrande].Positions,ABABC,No Pre-Chorus,143.9171753,2:52,Vocals Prevalence,Intro,0:00,No Intro,3,0,3,0,0,Outro,0:00,No Outro,3,"%P1-%m2, %M2-%m3, %M3-%P5, %m6+",11,Mixed-Vertical,1,D Aeolian,Aeolian,0,0.8671875,4.571428571,0.3515625,0.0546875,0.578125,0.1015625,"%I, %IV, %V",Primarily Bright,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",1,4,0.035135135,0.027027027,0.010810811,0,0,Abstract,"Infatuation, Love, Romantic, Sex, Hedonism, Holiday or Festivity, Yearning for Social company, Friendship, Family","Nostalgic, Reluctance",0.076388889,0.368055556,0.299180328,4.065934066,0.331288344,0.693251534,0.938650307,0.005405405,0.105405405,0.048648649,0.008108108,0.572872647,0.522856341,0.281385281,0.212121212,2.041666667,0.092105263,0.37037037,0,0.074074074,0,0.461538462,0,0.092307692,0.107692308,0.830769231,0.434210526,0.078947368,0.289855072,2.083896549,5.824561404,Pop,Pop,R&B Pop,Happy,0.999592245,5.222056389
Pray For Me,The Weeknd & Kendrick Lamar,hot-100,7,20,[TheWeekndAndKendrickLamar].PrayForMe,ABABC,No Pre-Chorus,100.4085236,3:31,Vocals Prevalence,Intro,0:14,Vocal,3,0,3,0,1,Outro,0:00,Vocal,6,"%P1-%m2, %M2-%m3, %M3-%P5",16.5,Vertical,4,E Minor,Minor,0,0.88,3.409090909,0.626666667,0.026666667,0.2,0.053333333,"%I, %IV, %VI, %VII",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar",3,3,0.020460358,0.012787724,0.007672634,0,0.00511509,Literal,"Breakup, Empowering, Hedonism, Success, Protest, Religion or Spirituality, Friendship","Cynical, Anger, Positive",0.072727273,0.260606061,0.413975648,2.854014599,0.570048309,0.801932367,0.927536232,0.007672634,0.056265985,0.017902813,0,0.966628035,1.040077614,0.509049774,0.264705882,2.127272727,0.157407407,0.170731707,0,0.12195122,0.048780488,0.246575342,0,0.260273973,0.054794521,0.561643836,0.425925926,0.12962963,0.093023256,1.873897707,6.126984127,Hip Hop/Rap,"Hip Hop/Rap, Rock","Alternative Hip Hop, Classic Hip Hop",Party,0.964847982,3.911962509
pride.is.the.devil,J. Cole & Lil Baby,hot-100,7,6,[JColeAndLilBaby].Prideisthedevil,A-PC-B,Lyrically Identical,89.01335907,,Vocals Prevalence,Intro,0:00,No Intro,2,0,3,2,1,Outro,0:00,No Outro,9,"%P1-%m2, %M2-%m3",8,Mixed-Horizontal,1,E Minor,Minor,1,0.814569536,5.033333325,0.331125828,0.125827815,0.430463576,0.066225166,"%I, %IV, %V",Primarily Dark,Primarily Electronic,Other,1,0,0.016793893,0.00610687,0.010687023,0.00610687,0.024427481,Both,"Egocentric, Lifestyle, Drugs or Alcohol Use or Alcohol Use","Cynical, Nostalgic, Happy, Reluctance, Anger, Sad",0,0.211711712,0.413623811,2.725409836,0.49127907,0.848837209,0.953488372,0.001503759,0.018045113,0.033082707,0.021052632,1.345308626,0.435882212,0.467203682,0.218642117,2.567567568,0.088757396,0.367647059,0,0.308823529,0,0.416666667,0.090909091,0.325757576,0.007575758,0.515151515,0.579881657,0.088757396,0.227642276,3.04587593,7.903614458,,,,Party,0.989996791,8.83114624
Psycho,Post Malone Featuring Ty Dolla $ign,hot-100,1,39,[PostMaloneFeaturingTyDollaSIgn].Psycho,ABAB,No Pre-Chorus,69.92988585,3:41,Vocals Prevalence,Intro,0:00,No Intro,2,0,3,0,0,Outro,0:00,No Outro,1,"%P1-%m2, %M2-%m3, %M3-%P5",8.5,Mixed-Horizontal,3,Eb Major,Major,0,0.890909091,3.928571429,0.381818182,0.163636364,0.145454545,0.127272727,"%I, %IV, %V",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",1,7,0.095057034,0.009505703,0.032319392,0.02661597,0.011406844,Both,,Cynical,0,0.234567901,0.36521418,2.845744681,0.43812709,0.722408027,0.956521739,0.009345794,0.056074766,0.059813084,0.01682243,1.564968756,0.924105017,0.216741405,0.137518685,1.703703704,0.219512195,0.2,0,0.12,0,0.276315789,0,0.289473684,0.026315789,0.328947368,0.451219512,0.329268293,0.369863014,2.261047436,9.050847458,Hip Hop/Rap,"Pop, Hip Hop/Rap",Pop,Relaxed,0.912020206,9.395074844
Rain On Me,Lady Gaga & Ariana Grande,hot-100,1,20,[LadyGagaAndArianaGrande].RainOnMe,Other,No Pre-Chorus,122.9797363,3:02,Vocals Prevalence,Intro,0:00,No Intro,3,0,2,0,1,Outro,0:00,No Outro,6,"%P1-%m2, %M2-%m3, %M3-%P5",11,Mixed-Vertical,2,C# Aeolian,Aeolian,0,0.954954955,5.842105263,0.153153153,0.036036036,0.693693694,0.315315315,"%I, %IV, %VI",Mixed,Primarily Electronic,"Guitar, Bass Prevalence, Drums/Perc Prevalence, Piano",3,29,0.014285714,0.008571429,0.002857143,0,0,Abstract,,"Reluctance, Sad",0.091954023,0.25862069,0.377439024,3.705263158,0.346153846,0.846153846,0.945054945,0.002840909,0.014204545,0.025568182,0,1.110699034,1.065173233,0.331742243,0.186157518,1.344827586,0.210526316,0.5,0,0.055555556,0,0.40625,0,0.34375,0,0.5625,0.421052632,0.092105263,0.472972973,1.868672861,4.575757576,Pop,"Dance/Club/Electronic, Pop","DJ Pop, Teen Pop","Happy, Party, Relaxed",0.694727957,4.484811783
Rake It Up,Yo Gotti Featuring Nicki Minaj,hot-100,8,22,[YoGottiNickiMinaj].RakeItUp,ABABC,No Pre-Chorus,75.10015105,4:36,Vocals Prevalence,Intro,0:00,No Intro,3,0,4,0,0,Chorus,0:00,No Outro,1,"%P1-%m2, %M2-%m3, %M3-%P5",11,Mixed-Vertical,1,C# Blues,Blues,0,0.604166667,2.086956522,0.166666667,0.09375,0.65625,0.28125,"%I, %III",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",3,39,0.038011696,0.00877193,0.010721248,0.002923977,0,Literal,"Love, Romantic, Breakup, Sex, Protest, Lifestyle, Family","Cynical, Detached",0.015873016,0.13015873,0.325764007,4.136,0.358276644,0.682539683,0.954648526,0.00483559,0.020309478,0.031914894,0.090909091,2.79317438,1.517005622,0.899350649,0.310606061,2.733333333,0.102836879,0.176470588,0,0.137254902,0,0.226804124,0,0.237113402,0.092783505,0.525773196,0.627659574,0.056737589,0.10031348,3.435672515,7.203539823,Hip Hop/Rap,Hip Hop/Rap,Trap,"Party, Relaxed",0.999977291,5.888088226
Ran$om,Lil Tecca,hot-100,4,31,[LilTecca].RanSOm,ABAB,No Pre-Chorus,89.72213745,,Vocals Prevalence,Intro,0:00,No Intro,2,0,2,0,1,Chorus,0:00,No Outro,2,"%P1-%m2, %M2-%m3, %M3-%P5",7,Horizontal,1,G Minor,Minor,1,0.723214286,5.894736842,0.526785714,0.151785714,0.276785714,0.026785714,"%I, %IV, %V",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar, Piano",3,0,0.031784841,0.002444988,0.017114914,0,0.014669927,Both,,"Reluctance, Detached",0,0.404761905,0.343466667,3.525862069,0.509174312,0.798165138,0.912844037,0,0.039119804,0.053789731,0.017114914,2.23620866,0.477683081,0.23940678,0.177966102,2,0.093333333,0.216216216,0.027027027,0.135135135,0.297297297,0.333333333,0.018518519,0.314814815,0.222222222,0.685185185,0.533333333,0.026666667,0.333333333,2.765606405,8.891304348,Hip Hop/Rap,Hip Hop/Rap,Trap,"Party, Relaxed, Melancholic",0.945214808,15.00132084
Rapstar,Polo G,hot-100,1,14,[PoloG].Rapstar,ABAB,No Pre-Chorus,81.1731186,2:45,Both,Chorus,0:00,No Intro,2,0,3,0,,Outro,0:00,No Outro,,,,,,Db Major,Major,,,,,,,,,Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano",1,0,0.029520295,0.003690037,0.009225092,0.009225092,0.003690037,Literal,"Protest, Lifestyle","Dramatic, Cynical, Reluctance, Anger, Sad, Bitter",0.005847953,0.398809524,0.392642377,2.59808612,0.423566879,0.675159236,0.917197452,0,0.08839779,0.023941068,0.018416206,2.154076276,1.230584263,0.351955307,0.19972067,2.553571429,0.066176471,0.23880597,0,0.52238806,0.059701493,0.272,0.024,0.512,0.072,0.536,0.433823529,0.110294118,0.38362069,3.226611523,8.75,Hip Hop/Rap,Hip Hop/Rap,Trap,"Party, Relaxed",0.882248759,6.764900208
Ride,twenty one pilots,hot-100,5,39,[TwentyOnePilots].Ride,ABABC,No Pre-Chorus,150.2698669,3:34,Vocals Prevalence,Intro,0:24,Instrumental,2,0,3,0,1,Chorus,0:24,Vocal,7,%P1-%m2,0.5,Horizontal,1,Gb Major,Major,0,0.781818182,4.583333333,0.654545455,0.1,0.254545455,0.109090909,"%I, %IV, %V, %VI",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar, Piano",1,9,0.01754386,0.007518797,0.005012531,0,0,Both,"Materialized Dream, Protest, Introspection, Yearning for Social company","Optimistic, Nostalgic, Happy, Reluctance, Positive",0.026455026,0.116402116,0.289985762,3.845454545,0.468599034,0.579710145,0.971014493,0.002364066,0.09929078,0.094562648,0,0.72567383,1.650127551,0.687374749,0.208416834,1.650793651,0.165048544,0.125,0,0.104166667,0.041666667,0.328947368,0,0.144736842,0.026315789,0.631578947,0.388349515,0.077669903,0.315789474,1.877010403,5.985714286,Pop,"Pop, Rock",Alternative Pop,Party,0.935530066,8.222959518
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,hot-100,9,27,[CleanBanditSeanPaulAndAnne-Marie].Rockabye,A-PC-B,Lyrically Identical,101.8418198,4:11,Vocals Prevalence,Intro,0:00,No Intro,2,2,5,0,0,Outro,0:00,Instrumental,3,"%P1-%m2, %M2-%m3, %M3-%P5, %m6+",13,Vertical,4,C Major,Major,1,0.947643979,7.958333333,0.753926702,0.020942408,0.167539267,0.083769634,"%III, %IV, %V, %VI",Mixed,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano",1,46,0.06996587,0.008532423,0.010238908,0,0.003412969,Abstract,"Infatuation, Love, Romantic, Egocentric, Lifestyle","Cynical, Optimistic, Reluctance, Anger, Sad",0.016666667,0.440740741,0.319731857,3.336898396,0.508305648,0.823920266,0.920265781,0.001602564,0.036858974,0.067307692,0,0.380757658,0.320252274,0.317819149,0.191489362,1.6,0.181102362,0.326086957,0,0.065217391,0.217391304,0.337209302,0.058139535,0.186046512,0.151162791,0.534883721,0.433070866,0.251968504,0.2,2.457466919,5.435643564,Pop,Pop,Teen Pop,"Happy, Party",0.562048078,4.887118816
Rockstar,Post Malone Featuring 21 Savage,hot-100,1,41,[PostMalone21Savage].Rockstar,AchAchCP,,79.97875977,3:38,Both,Intro,0:11,No Intro,3,0,3,,1,Outro,0:11,No Outro,2,,,,,G Minor,Minor,0,0.716216216,3.363636364,0.621621622,0.054054054,0.297297297,0.189189189,"%I, %III",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar, Piano",1,13,,,,,,,,"Dramatic, Cynical, Detached",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hip Hop/Rap,Hip Hop/Rap,Trap,"Party, Relaxed, Melancholic",0.50746578,4.971196175
ROCKSTAR,DaBaby Featuring Roddy Ricch,hot-100,1,42,[DababyRoddyRicch].Rockstar,ABABC,No Pre-Chorus,89.80908203,3:01,Vocals Prevalence,Intro,0:00,No Intro,3,0,3,0,1,Chorus,0:00,No Outro,5,"%P1-%m2, %M2-%m3, %M3-%P5",12,Vertical,4,B Major,Major,1,0.739910314,4.129629636,0.430493274,0.053811659,0.278026906,0.107623318,"%I, %IV, %V, %VI",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",1,3,0.042748092,0.007633588,0.009160305,0.010687023,0.00610687,Both,"Romantic, Sex, Lifestyle, Religion or Spirituality, Drugs or Alcohol Use or Alcohol Use, Family","Cynical, Detached",0.071428571,0.257142857,0.408544304,2.799145299,0.465181059,0.735376045,0.935933148,0.004580153,0.048854962,0.033587786,0.032061069,0.70347537,0.630641262,0.189516129,0.123655914,1.314285714,0.313953488,0.115384615,0,0.230769231,0.153846154,0.174603175,0,0.365079365,0.206349206,0.412698413,0.581395349,0.127906977,0.323529412,1.525696929,7.6875,Hip Hop/Rap,Hip Hop/Rap,Trap,Relaxed,0.848930836,11.15931988
Roses,The Chainsmokers Featuring Rozes,hot-100,6,31,[TheChainsmokersFeaturingRozes].Roses,A-PC-B,Lyrically Identical,99.88032532,3:46,Vocals Prevalence,Intro,0:12,Instrumental,2,2,2,0,1,Chorus,0:00,No Outro,5,"%P1-%m2, %M2-%m3, %M3-%P5",11.5,Mixed-Vertical,1,E Major,Major,0,0.931506849,4.5625,0.534246575,0.01369863,0.356164384,0.178082192,"%I, %IV, %VI",Mixed,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar",1,0,0,0.031111111,0,0.008888889,0.008888889,Both,"Infatuation, Love, Materialized Dream",Other,0.1,0.475,0.381766382,2.922077922,0.647058824,0.772058824,0.977941176,0,0,0.097777778,0,0.562824328,0.71792328,0.413793103,0.203065134,1.325,0.226415094,0.25,0,0,0,0.181818182,0.181818182,0.136363636,0,0.545454545,0.509433962,0.037735849,0.131147541,0.937218834,4.891304348,Pop,Pop,Teen Pop,"Party, Relaxed, Melancholic",0.669278502,3.348192215
Roses,SAINt JHN,hot-100,4,24,[SaintJhn].Roses,ABAB,No Pre-Chorus,,2:56,,Intro,0:00,No Intro,3,0,2,0,0,Outro,0:00,No Outro,,,,,,C Aeolian,Aeolian,,,,,,,,,,,"Bass Prevalence, Drums/Perc Prevalence",1,7,,,,,,,"Sex, Boasting, Family",Detached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hip Hop/Rap,Hip Hop/Rap,"Trap, R&B",,,
Roxanne,Arizona Zervas,hot-100,4,26,[ArizonaZervas].Roxanne,A-PC-B,Lyrically Identical,86.13282015,2:43,Vocals Prevalence,Intro,0:00,No Intro,2,2,3,0,1,Chorus,0:16,Instrumental,6,"%P1-%m2, %M2-%m3, %M3-%P5",10,Mixed-Horizontal,2,A Major,Major,1,0.830769231,4.193548387,0.230769231,0.053846154,0.584615385,0.223076923,"%I, %II, %IV, %V",Mixed,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano",1,25,0.15245478,0.036175711,0.059431525,0.002583979,0.005167959,Abstract,Yearning for Social company,Reluctance,0.140350877,0.263157895,0.364073007,3.047244094,0.433035714,0.660714286,0.901785714,0.012919897,0.064599483,0.085271318,0.020671835,1.148179213,0.950079365,0.302083333,0.175,1.473684211,0.223684211,0.307692308,0,0.076923077,0,0.378378378,0,0.189189189,0,0.351351351,0.723684211,0.052631579,0.260869565,2.270487187,5.363636364,Hip Hop/Rap,"Pop, Hip Hop/Rap",Trap,"Happy, Party, Relaxed",0.925275803,5.538764
Runnin,21 Savage & Metro Boomin,hot-100,9,7,[21SavageAndMetroBoomin].Runnin,ABAB,No Pre-Chorus,71.51917265,3:00,Vocals Prevalence,Intro,0:00,No Intro,2,0,2,0,0,Outro,0:00,No Outro,1,"%P1-%m2, %M2-%m3, %M3-%P5, %m6+",11.5,Mixed-Vertical,5,D# Phrygian,Phrygian,0,0.454545455,2.275862069,0.318181818,0.075757576,0.46969697,0.257575758,"%I, %VI",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",1,48,0.108365019,0.011406844,0.062737643,0.007604563,0.015209125,Both,"Romantic, Sex, Lifestyle, Drugs or Alcohol Use or Alcohol Use, Family","Dramatic, Cynical, Detached",0.206896552,0.105263158,0.454545455,2.263829787,0.350993377,0.57615894,0.933774834,0.005639098,0.133458647,0.02443609,0.071428571,3.144669274,2.674800547,0.708579882,0.295857988,3.50877193,0.101123596,0.111111111,0,0.361111111,0,0.153846154,0.061538462,0.446153846,0.076923077,0.553846154,0.550561798,0.073033708,0.288256228,2.587750019,7.85483871,Hip Hop/Rap,Hip Hop/Rap,Trap,Party,0.99672848,6.655207634
Sad!,XXXTentacion,hot-100,1,38,[Xxxtentacion].Sad,ABAB,No Pre-Chorus,76.0723953,2:46,Vocals Prevalence,Intro,0:00,No Intro,2,0,3,0,1,Outro,0:47,Instrumental,3,"%P1-%m2, %M2-%m3, %M3-%P5, %m6+",9.5,Mixed-Horizontal,4,Eb Major,Major,0,0.545454545,2.2,0.068181818,0.25,0.681818182,0.295454545,"%I, %IV",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",1,12,0.021276596,0.003546099,0,0,0,Both,"Infatuation, Love, Romantic, Egocentric, Introspection, Yearning for Social company","Optimistic, Nostalgic, Happy, Reluctance, Anger, Sad, Positive, Bitter",0,0.352941176,0.235692771,4.862068966,0.625,0.820652174,0.956521739,0,0.024822695,0.042553191,0.003546099,0.975762987,0.921428571,0.48502994,0.203592814,2,0.1875,0.071428571,0,0,0,0.527777778,0,0.027777778,0,0.388888889,0.65625,0.09375,0.209302326,0.783802548,7.076923077,Hip Hop/Rap,Hip Hop/Rap,Trap,"Relaxed, Melancholic",0.005539469,24.27098846
Same Old Love,Selena Gomez,hot-100,5,28,[SelenaGomez].SameOldLove,A-PC-B,Lyrically Identical,98.0138855,3:49,Vocals Prevalence,Intro,0:00,No Intro,2,2,3,0,1,Outro,0:00,No Outro,4,"%P1-%m2, %M2-%m3, %M3-%P5, %m6+",9.5,Mixed-Horizontal,2,D Major,Major,0,0.903846154,12.23529412,0.855769231,0.043269231,0.038461538,0,"%II, %IV, %V, %VI",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar, Piano",3,24,0,0,0,0,0,Abstract,"Infatuation, Breakup, Friendship","Reluctance, Anger, Positive, Bitter",0,0.272727273,0.249325418,4.9625,0.556756757,0.816216216,0.918918919,0,0.002518892,0.113350126,0.007556675,1.078809879,1.753125,0.602094241,0.251308901,2.181818182,0.159090909,0.4,0,0,0,0.153846154,0,0.038461538,0,0.384615385,0.5,0.090909091,0.058823529,1.502968078,6.711538462,Pop,"Dance/Club/Electronic, Pop",Teen Pop,Other,0.932894826,6.638162136
Savage,Megan Thee Stallion Featuring Beyonce,hot-100,1,21,[MeganTheeStallionBeyonce].Savage,ABABC,,166.2269287,2:35,Vocals Prevalence,Intro,0:09,No Intro,3,0,4,,1,Outro,0:09,No Outro,2,,,,,Eb Aeolian,Aeolian,0,0.487804878,4.205128205,0.182926829,0.085365854,0.573170732,0.042682927,%I,Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano",1,14,,,,,,,"Boasting, Lifestyle, Drugs or Alcohol Use or Alcohol Use","Dramatic, Cynical, Reluctance, Anger, Bitter, Detached",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hip Hop/Rap,"Pop, Hip Hop/Rap","R&B Pop, Trap",Party,0.999753237,4.148928642
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,hot-100,5,30,[Jawsh685XJasonDerulo].SavageLoveLaxed-SirenBeat,A-PC-B,,149.9973602,,Vocals Prevalence,Chorus,0:00,No Intro,2,3,4,,0,Chorus,0:00,No Outro,,,,,,Eb Major,Major,,,,,,,,,Primarily Bright,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar",4,0,0.058673469,0.005102041,0.033163265,0.015306122,0,Abstract,"Infatuation, Love, Romantic, Egocentric, Sex, Hedonism, Introspection, Friendship","Cynical, Anger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Party, Relaxed",0.749600112,7.238521576
